Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
rafa e paulo,2020-12-22 05:21:17,00:10:43,Autoplayed: user action: Unspecified; ,Modern Family: Temporada 10: Precisamos falar sobre a Lily (Episódio 14),,Xiaomi M19 Set Top Box,00:21:32,Not latest view,BR (Brazil)
rafa e paulo,2020-12-21 11:00:40,00:12:05,Autoplayed: user action: None; ,Fargo: Temporada 1: Assuma a culpa (Episódio 4),,Samsung 2017 Kant-M UHD TV Smart TV,00:12:53,Not latest view,BR (Brazil)
rafa e paulo,2020-12-21 10:13:14,00:47:24,Autoplayed: user action: None; ,Fargo: Temporada 1: Uma estrada lamacenta (Episódio 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:47:24,Not latest view,BR (Brazil)
rafa e paulo,2020-12-21 09:23:42,00:49:06,Autoplayed: user action: Unspecified; ,Fargo: Temporada 1: O príncipe galo (Episódio 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:49:06,Not latest view,BR (Brazil)
rafa e paulo,2020-12-21 07:49:49,00:55:01,Autoplayed: user action: Unspecified; ,Fargo: Temporada 1: O paradoxo do crocodilo (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,01:07:37,01:07:37,BR (Brazil)
rafa e paulo,2020-12-21 06:13:37,00:11:04,,Fargo: Temporada 1: O paradoxo do crocodilo (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:12:38,Not latest view,BR (Brazil)
rafa e paulo,2020-12-21 06:11:34,00:00:01,Autoplayed: user action: None; ,Fargo: Temporada 3: A lei dos lugares vagos (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:02:35,00:02:35,BR (Brazil)
rafa e paulo,2020-12-21 06:08:43,00:02:35,,Fargo: Temporada 3: A lei dos lugares vagos (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:02:35,Not latest view,BR (Brazil)
rafa e paulo,2020-12-20 22:46:46,00:02:11,Autoplayed: user action: Unspecified; ,Modern Family: Temporada 10: Precisamos falar sobre a Lily (Episódio 14),,Samsung 2017 Kant-M UHD TV Smart TV,00:10:54,Not latest view,BR (Brazil)
rafa e paulo,2020-12-20 22:19:02,00:08:43,Autoplayed: user action: None; ,Modern Family: Temporada 10: Precisamos falar sobre a Lily (Episódio 14),,Samsung 2017 Kant-M UHD TV Smart TV,00:08:44,Not latest view,BR (Brazil)
rafa e paulo,2020-12-20 21:57:28,00:21:30,Autoplayed: user action: Unspecified; ,Modern Family: Temporada 10: Bem na foto? (Episódio 13),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:30,Not latest view,BR (Brazil)
rafa e paulo,2020-12-20 19:55:35,02:01:12,Autoplayed: user action: None; ,Intrigas de estado,,Samsung 2017 Kant-M UHD TV Smart TV,02:01:12,Not latest view,BR (Brazil)
rafa e paulo,2020-12-20 03:04:53,00:00:01,Autoplayed: user action: None; ,Por Trás Daquele Som: Volume 2: Nine Inch Nails – Hurt (Episódio 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:06,00:00:06,BR (Brazil)
rafa e paulo,2020-12-20 02:40:04,00:24:45,,Por Trás Daquele Som: Volume 2: Dua Lipa – Love Again (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:24:54,00:24:54,BR (Brazil)
rafa e paulo,2020-12-20 02:18:04,00:21:10,,Por Trás Daquele Som: Volume 2: The Killers – When You Were Young (Episódio 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:18,00:21:18,BR (Brazil)
rafa e paulo,2020-12-19 05:45:31,01:22:20,Autoplayed: user action: Unspecified; ,Rebecca - A Mulher Inesquecível,,Xiaomi M19 Set Top Box,01:57:15,01:57:15,BR (Brazil)
rafa e paulo,2020-12-19 05:08:24,00:34:56,Autoplayed: user action: Unspecified; ,Rebecca - A Mulher Inesquecível,,Samsung 2017 Kant-M UHD TV Smart TV,00:34:56,Not latest view,BR (Brazil)
rafa e paulo,2020-12-17 03:34:41,00:13:13,,As Mortes de Dick Johnson,,Xiaomi M19 Set Top Box,00:13:13,00:13:13,BR (Brazil)
rafa e paulo,2020-12-17 02:10:28,01:15:38,Autoplayed: user action: Unspecified; ,Professor Polvo,,Xiaomi M19 Set Top Box,01:15:38,01:15:38,BR (Brazil)
rafa e paulo,2020-12-16 22:29:54,02:24:58,Autoplayed: user action: Unspecified; ,Garota Exemplar,,Samsung 2017 Kant-M UHD TV Smart TV,02:24:58,02:24:58,BR (Brazil)
rafa e paulo,2020-12-15 07:40:51,00:21:32,Autoplayed: user action: None; ,Modern Family: Temporada 10: Antepassados (Episódio 12),,Xiaomi M19 Set Top Box,00:21:32,Not latest view,BR (Brazil)
rafa e paulo,2020-12-15 07:19:17,00:21:32,Autoplayed: user action: None; ,Modern Family: Temporada 10: A mudança (Episódio 11),,Xiaomi M19 Set Top Box,00:21:32,Not latest view,BR (Brazil)
rafa e paulo,2020-12-15 07:07:48,00:11:27,,Modern Family: Temporada 10: O momento ideal (Episódio 10),,Xiaomi M19 Set Top Box,00:21:32,Not latest view,BR (Brazil)
rafa e paulo,2020-12-15 06:51:28,00:10:08,Autoplayed: user action: None; ,Modern Family: Temporada 10: O momento ideal (Episódio 10),,Xiaomi M19 Set Top Box,00:10:08,Not latest view,BR (Brazil)
rafa e paulo,2020-12-15 06:29:52,00:21:32,Autoplayed: user action: Unspecified; ,Modern Family: Temporada 10: Quem leva a árvore? (Episódio 9),,Xiaomi M19 Set Top Box,00:21:32,Not latest view,BR (Brazil)
rafa e paulo,2020-12-15 06:07:30,00:21:22,Autoplayed: user action: None; ,Modern Family: Temporada 10: A garotada de hoje em dia (Episódio 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:22,Not latest view,BR (Brazil)
rafa e paulo,2020-12-15 05:45:58,00:21:30,Autoplayed: user action: None; ,Modern Family: Temporada 10: A galinha atravessou a rua? (Episódio 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:31,Not latest view,BR (Brazil)
rafa e paulo,2020-12-15 05:24:22,00:21:31,,Modern Family: Temporada 10: Mal-entendido (Episódio 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:31,Not latest view,BR (Brazil)
rafa e paulo,2020-12-15 05:23:31,00:00:39,Autoplayed: user action: None; ,Modern Family: Temporada 10: Ela tinha pernas lindas (Episódio 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:40,Not latest view,BR (Brazil)
rafa e paulo,2020-12-15 05:22:17,00:01:11,Autoplayed: user action: Unspecified; ,Modern Family: Temporada 10: Entre dois amores (Episódio 4),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:26,Not latest view,BR (Brazil)
rafa e paulo,2020-12-15 05:00:30,00:20:16,Autoplayed: user action: None; ,Modern Family: Temporada 10: Entre dois amores (Episódio 4),,Xiaomi M19 Set Top Box,00:20:16,Not latest view,BR (Brazil)
rafa e paulo,2020-12-15 04:38:54,00:21:32,Autoplayed: user action: Unspecified; ,Modern Family: Temporada 10: Olho por olho (Episódio 3),,Xiaomi M19 Set Top Box,00:21:32,Not latest view,BR (Brazil)
rafa e paulo,2020-12-14 03:21:19,00:21:30,Autoplayed: user action: None; ,Modern Family: Temporada 10: Beijos e revelações (Episódio 2),,Xiaomi M19 Set Top Box,00:21:30,Not latest view,BR (Brazil)
rafa e paulo,2020-12-14 02:59:45,00:21:32,Autoplayed: user action: None; ,Modern Family: Temporada 10: Adoro um desfile (Episódio 1),,Xiaomi M19 Set Top Box,00:21:32,Not latest view,BR (Brazil)
rafa e paulo,2020-12-14 02:40:16,00:19:25,Autoplayed: user action: Unspecified; ,Modern Family: Temporada 9: Guerra das espadas (Episódio 22),,Xiaomi M19 Set Top Box,00:21:32,Not latest view,BR (Brazil)
rafa e paulo,2020-12-14 02:05:51,00:34:15,,Vida a Bordo: Temporada 2: Encontro (Episódio 14),,Xiaomi M19 Set Top Box,01:02:30,01:02:30,BR (Brazil)
rafa e paulo,2020-12-14 01:54:17,00:04:12,,Vida a Bordo: Temporada 2: Encontro (Episódio 14),,Xiaomi M19 Set Top Box,00:28:16,Not latest view,BR (Brazil)
rafa e paulo,2020-12-14 01:26:48,00:21:15,Autoplayed: user action: Unspecified; ,Vida a Bordo: Temporada 2: Encontro (Episódio 14),,Xiaomi M19 Set Top Box,00:24:05,Not latest view,BR (Brazil)
rafa e paulo,2020-12-14 01:14:19,00:02:51,Autoplayed: user action: None; ,Vida a Bordo: Temporada 2: Encontro (Episódio 14),,Samsung 2017 Kant-M UHD TV Smart TV,00:02:51,Not latest view,BR (Brazil)
rafa e paulo,2020-12-14 00:32:03,00:42:08,Autoplayed: user action: Unspecified; ,Vida a Bordo: Temporada 2: A tripulação abre o jogo (Episódio 13),,Samsung 2017 Kant-M UHD TV Smart TV,00:42:17,00:42:17,BR (Brazil)
rafa e paulo,2020-12-13 23:46:48,00:40:45,Autoplayed: user action: Unspecified; ,Vida a Bordo: Temporada 2: Choradeira (Episódio 12),,Samsung 2017 Kant-M UHD TV Smart TV,00:42:13,00:42:13,BR (Brazil)
rafa e paulo,2020-12-13 23:07:56,00:31:56,,Vida a Bordo: Temporada 2: Antes da hora (Episódio 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:41:11,00:41:11,BR (Brazil)
rafa e paulo,2020-12-13 22:53:12,00:08:25,Autoplayed: user action: None; ,Vida a Bordo: Temporada 2: Antes da hora (Episódio 11),,Samsung 2017 Kant-M UHD TV Smart TV,00:09:33,Not latest view,BR (Brazil)
rafa e paulo,2020-12-13 22:20:49,00:32:19,Autoplayed: user action: Unspecified; ,Vida a Bordo: Temporada 2: De castigo (Episódio 10),,Samsung 2017 Kant-M UHD TV Smart TV,00:41:40,00:41:40,BR (Brazil)
rafa e paulo,2020-12-13 10:47:10,00:07:57,Autoplayed: user action: Unspecified; ,Vida a Bordo: Temporada 2: De castigo (Episódio 10),,Samsung 2017 Kant-M UHD TV Smart TV,00:09:21,Not latest view,BR (Brazil)
rafa e paulo,2020-12-13 09:45:54,00:02:11,Autoplayed: user action: None; ,Modern Family: Temporada 9: Guerra das espadas (Episódio 22),,Samsung 2017 Kant-M UHD TV Smart TV,00:02:11,Not latest view,BR (Brazil)
rafa e paulo,2020-12-13 09:24:15,00:21:31,Autoplayed: user action: None; ,Modern Family: Temporada 9: Escape room (Episódio 21),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:31,Not latest view,BR (Brazil)
rafa e paulo,2020-12-13 09:02:43,00:21:31,Autoplayed: user action: None; ,Modern Family: Temporada 9: Mãe! (Episódio 20),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:31,Not latest view,BR (Brazil)
rafa e paulo,2020-12-13 08:41:14,00:21:27,Autoplayed: user action: None; ,Modern Family: Temporada 9: O legado e a lei (Episódio 19),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:27,Not latest view,BR (Brazil)
rafa e paulo,2020-12-13 08:15:53,00:25:08,Autoplayed: user action: Unspecified; ,Modern Family: Temporada 9: Primeiro de abril (Episódio 18),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:33,Not latest view,BR (Brazil)
rafa e paulo,2020-12-13 08:13:06,00:02:43,Autoplayed: user action: Unspecified; ,Modern Family: Temporada 9: A visita (Episódio 17),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:31,Not latest view,BR (Brazil)
rafa e paulo,2020-12-13 07:33:08,00:18:49,Autoplayed: user action: None; ,Modern Family: Temporada 9: A visita (Episódio 17),,Xiaomi M19 Set Top Box,00:18:49,Not latest view,BR (Brazil)
rafa e paulo,2020-12-13 07:11:34,00:21:32,Autoplayed: user action: None; ,Modern Family: Temporada 9: Segredos em família (Episódio 16),,Xiaomi M19 Set Top Box,00:21:32,Not latest view,BR (Brazil)
rafa e paulo,2020-12-13 06:53:26,00:18:05,Autoplayed: user action: None; ,Modern Family: Temporada 9: Tapa na magia (Episódio 15),,Xiaomi M19 Set Top Box,00:21:32,Not latest view,BR (Brazil)
rafa e paulo,2020-12-12 17:40:51,00:34:15,,Emicida: AmarElo - É Tudo Pra Ontem,,Samsung 2017 Kant-M UHD TV Smart TV,01:23:02,01:23:02,BR (Brazil)
rafa e paulo,2020-12-12 15:29:55,00:48:48,Autoplayed: user action: Unspecified; ,Emicida: AmarElo - É Tudo Pra Ontem,,Samsung 2017 Kant-M UHD TV Smart TV,00:48:48,Not latest view,BR (Brazil)
rafa e paulo,2020-12-12 06:15:29,00:03:28,Autoplayed: user action: Unspecified; ,Modern Family: Temporada 9: Tapa na magia (Episódio 15),,Samsung 2017 Kant-M UHD TV Smart TV,00:03:28,Not latest view,BR (Brazil)
rafa e paulo,2020-12-12 02:56:32,00:15:43,,A Incrível História da Ilha das Rosas,,Xiaomi M19 Set Top Box,00:40:00,00:40:00,BR (Brazil)
rafa e paulo,2020-12-12 02:21:52,00:24:23,Autoplayed: user action: Unspecified; ,A Incrível História da Ilha das Rosas,,Xiaomi M19 Set Top Box,00:24:23,Not latest view,BR (Brazil)
rafa e paulo,2020-12-12 02:06:33,00:00:09,Autoplayed: user action: None; ,Vida a Bordo: Temporada 2: De castigo (Episódio 10),,Samsung 2017 Kant-M UHD TV Smart TV,00:01:41,Not latest view,BR (Brazil)
rafa e paulo,2020-12-12 01:26:31,00:40:01,Autoplayed: user action: None; ,Vida a Bordo: Temporada 2: Novidade no convés (Episódio 9),,Samsung 2017 Kant-M UHD TV Smart TV,00:41:36,00:41:36,BR (Brazil)
rafa e paulo,2020-12-12 00:49:36,00:24:04,Autoplayed: user action: Unspecified; ,Vida a Bordo: Temporada 2: Tomara que ela não fique (Episódio 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:41:32,00:41:32,BR (Brazil)
rafa e paulo,2020-12-12 00:49:24,00:00:05,Autoplayed: user action: None; ,A Incrível História da Ilha das Rosas,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:05,Not latest view,BR (Brazil)
rafa e paulo,2020-12-11 19:51:50,00:16:36,Autoplayed: user action: Unspecified; ,Vida a Bordo: Temporada 2: Tomara que ela não fique (Episódio 8),,Xiaomi M19 Set Top Box,00:18:34,Not latest view,BR (Brazil)
rafa e paulo,2020-12-11 19:14:55,00:36:09,Autoplayed: user action: Unspecified; ,Vida a Bordo: Temporada 2: Cadê a discrição? (Episódio 7),,Xiaomi M19 Set Top Box,00:41:43,00:41:43,BR (Brazil)
rafa e paulo,2020-12-11 05:04:53,00:21:32,Autoplayed: user action: None; ,Modern Family: Temporada 9: Escrito nas estrelas (Episódio 14),,Xiaomi M19 Set Top Box,00:21:32,Not latest view,BR (Brazil)
rafa e paulo,2020-12-11 04:43:19,00:21:32,Autoplayed: user action: None; ,Modern Family: Temporada 9: Acontecimentos inexplicáveis (Episódio 13),,Xiaomi M19 Set Top Box,00:21:32,Not latest view,BR (Brazil)
rafa e paulo,2020-12-11 04:21:48,00:21:27,Autoplayed: user action: Unspecified; ,Modern Family: Temporada 9: Querida e amada família (Episódio 12),,Xiaomi M19 Set Top Box,00:21:27,Not latest view,BR (Brazil)
rafa e paulo,2020-12-11 04:17:53,00:03:49,Autoplayed: user action: None; ,Vida a Bordo: Temporada 2: Cadê a discrição? (Episódio 7),,Xiaomi M19 Set Top Box,00:05:35,Not latest view,BR (Brazil)
rafa e paulo,2020-12-11 03:54:37,00:23:13,,Vida a Bordo: Temporada 2: Tempestade à vista (Episódio 6),,Xiaomi M19 Set Top Box,00:41:22,00:41:22,BR (Brazil)
rafa e paulo,2020-12-11 03:32:38,00:16:49,Autoplayed: user action: None; ,Vida a Bordo: Temporada 2: Tempestade à vista (Episódio 6),,Xiaomi M19 Set Top Box,00:18:10,Not latest view,BR (Brazil)
rafa e paulo,2020-12-11 02:52:16,00:40:16,Autoplayed: user action: Unspecified; ,Vida a Bordo: Temporada 2: Alma gêmea a bordo (Episódio 5),,Xiaomi M19 Set Top Box,00:41:39,00:41:39,BR (Brazil)
rafa e paulo,2020-12-11 02:12:12,00:39:44,Autoplayed: user action: Unspecified; ,Vida a Bordo: Temporada 2: Malditos mojitos (Episódio 4),,Xiaomi M19 Set Top Box,00:41:40,00:41:40,BR (Brazil)
rafa e paulo,2020-12-11 02:06:20,00:05:49,Autoplayed: user action: Unspecified; ,Vida a Bordo: Temporada 2: Confusão na praia (Episódio 3),,Xiaomi M19 Set Top Box,00:41:23,00:41:23,BR (Brazil)
rafa e paulo,2020-12-11 01:20:58,00:34:07,,Vida a Bordo: Temporada 2: Confusão na praia (Episódio 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:35:41,Not latest view,BR (Brazil)
rafa e paulo,2020-12-11 00:40:42,00:40:13,Autoplayed: user action: None; ,Vida a Bordo: Temporada 2: Feche a escotilha! (Episódio 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:40:13,00:40:13,BR (Brazil)
rafa e paulo,2020-12-11 00:10:50,00:13:42,Autoplayed: user action: Unspecified; ,Vida a Bordo: Temporada 2: Vida a bordo (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:21:30,00:21:30,BR (Brazil)
rafa e paulo,2020-12-10 04:42:33,00:21:31,Autoplayed: user action: None; ,Modern Family: Temporada 9: Um cantinho para Claire (Episódio 11),,Xiaomi M19 Set Top Box,00:21:31,Not latest view,BR (Brazil)
rafa e paulo,2020-12-10 04:21:00,00:21:31,Autoplayed: user action: None; ,Modern Family: Temporada 9: Grandes feitos (Episódio 10),,Xiaomi M19 Set Top Box,00:21:31,Not latest view,BR (Brazil)
rafa e paulo,2020-12-10 03:59:25,00:21:33,Autoplayed: user action: Unspecified; ,Modern Family: Temporada 9: Nem tudo é o que parece (Episódio 9),,Xiaomi M19 Set Top Box,00:21:33,Not latest view,BR (Brazil)
rafa e paulo,2020-12-09 01:54:17,00:29:29,Autoplayed: user action: Unspecified; ,Tudo Bem No Natal Que Vem,,Xiaomi M19 Set Top Box,01:37:15,01:37:15,BR (Brazil)
rafa e paulo,2020-12-09 00:10:41,01:07:46,,Tudo Bem No Natal Que Vem,,Samsung 2017 Kant-M UHD TV Smart TV,01:07:46,Not latest view,BR (Brazil)
rafa e paulo,2020-12-06 10:16:26,00:55:27,Autoplayed: user action: Unspecified; ,Os Favoritos de Midas: Minissérie: Conflito (Episódio 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:55:33,00:55:33,BR (Brazil)
rafa e paulo,2020-12-06 09:20:37,00:53:06,Autoplayed: user action: Unspecified; ,Os Favoritos de Midas: Minissérie: Saída (Episódio 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:53:12,00:53:12,BR (Brazil)
rafa e paulo,2020-12-06 08:21:49,00:48:46,Autoplayed: user action: Unspecified; ,Os Favoritos de Midas: Minissérie: Diferenças (Episódio 4),,Samsung 2017 Kant-M UHD TV Smart TV,00:48:56,00:48:56,BR (Brazil)
rafa e paulo,2020-12-06 08:04:44,00:17:00,Autoplayed: user action: Unspecified; ,Os Favoritos de Midas: Minissérie: Culpa (Episódio 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:49:42,00:49:42,BR (Brazil)
rafa e paulo,2020-12-06 06:30:05,00:32:33,Autoplayed: user action: None; ,Os Favoritos de Midas: Minissérie: Culpa (Episódio 3),,Xiaomi M19 Set Top Box,00:32:43,Not latest view,BR (Brazil)
rafa e paulo,2020-12-06 05:59:09,00:30:53,,Os Favoritos de Midas: Minissérie: Acaso (Episódio 2),,Xiaomi M19 Set Top Box,00:50:58,00:50:58,BR (Brazil)
rafa e paulo,2020-12-06 05:25:18,00:20:01,Autoplayed: user action: None; ,Os Favoritos de Midas: Minissérie: Acaso (Episódio 2),,Xiaomi M19 Set Top Box,00:20:05,Not latest view,BR (Brazil)
rafa e paulo,2020-12-06 04:33:31,00:47:35,,Os Favoritos de Midas: Minissérie: Dilema (Episódio 1),,Xiaomi M19 Set Top Box,00:47:35,00:47:35,BR (Brazil)
rafa e paulo,2020-12-06 00:57:11,02:08:13,Autoplayed: user action: Unspecified; ,MANK,,Samsung 2017 Kant-M UHD TV Smart TV,02:07:26,02:07:26,BR (Brazil)
rafa e paulo,2020-12-06 00:52:21,00:04:32,Autoplayed: user action: Unspecified; ,Vida a Bordo: Temporada 2: Vida a bordo (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:07:48,Not latest view,BR (Brazil)
rafa e paulo,2020-12-06 00:17:45,00:34:26,Autoplayed: user action: Unspecified; ,Pottersville - Quanto Mais Selvagem Melhor,,Samsung 2017 Kant-M UHD TV Smart TV,01:22:18,01:22:18,BR (Brazil)
rafa e paulo,2020-12-05 21:53:59,00:47:54,Autoplayed: user action: Unspecified; ,Pottersville - Quanto Mais Selvagem Melhor,,Samsung 2017 Kant-M UHD TV Smart TV,00:47:54,Not latest view,BR (Brazil)
rafa e paulo,2020-12-05 05:51:12,00:21:33,Autoplayed: user action: None; ,Modern Family: Temporada 9: Encontros com celebridades (Episódio 8),,Xiaomi M19 Set Top Box,00:21:33,Not latest view,BR (Brazil)
rafa e paulo,2020-12-05 05:29:42,00:21:28,Autoplayed: user action: None; ,"Modern Family: Temporada 9: Vencer, vencer, bater ou morrer (Episódio 7)",,Xiaomi M19 Set Top Box,00:21:28,Not latest view,BR (Brazil)
rafa e paulo,2020-12-05 05:08:05,00:21:34,Autoplayed: user action: Unspecified; ,Modern Family: Temporada 9: Dez anos depois (Episódio 6),,Xiaomi M19 Set Top Box,00:21:34,Not latest view,BR (Brazil)
rafa e paulo,2020-12-04 21:38:53,00:03:17,,Vida a Bordo: Temporada 2: Vida a bordo (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:03:17,Not latest view,BR (Brazil)
rafa e paulo,2020-12-04 21:38:41,00:00:01,Autoplayed: user action: None; ,Vida a Bordo: Temporada 1: Rebeldia (Episódio 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:25:02,00:25:02,BR (Brazil)
rafa e paulo,2020-12-03 01:52:21,00:21:35,Autoplayed: user action: None; ,Modern Family: Temporada 9: A grande abóbora de Phil Dunphy (Episódio 5),,Xiaomi M19 Set Top Box,00:21:35,Not latest view,BR (Brazil)
rafa e paulo,2020-12-03 01:30:45,00:21:34,Autoplayed: user action: None; ,"Modern Family: Temporada 9: Sexo, mentiras e grama (Episódio 4)",,Xiaomi M19 Set Top Box,00:21:34,Not latest view,BR (Brazil)
rafa e paulo,2020-12-03 01:14:15,00:16:26,Autoplayed: user action: Unspecified; ,Modern Family: Temporada 9: Um dia de azar (Episódio 3),,Xiaomi M19 Set Top Box,00:21:32,Not latest view,BR (Brazil)
rafa e paulo,2020-12-03 01:12:00,00:02:07,Autoplayed: user action: Unspecified; ,Modern Family: Temporada 9: Um dia de azar (Episódio 3),,Xiaomi M19 Set Top Box,00:05:10,Not latest view,BR (Brazil)
rafa e paulo,2020-12-02 01:34:21,00:03:05,Autoplayed: user action: None; ,Modern Family: Temporada 9: Um dia de azar (Episódio 3),,Xiaomi M19 Set Top Box,00:03:05,Not latest view,BR (Brazil)
rafa e paulo,2020-12-02 01:12:46,00:21:33,Autoplayed: user action: None; ,Modern Family: Temporada 9: A longa despedida (Episódio 2),,Xiaomi M19 Set Top Box,00:21:33,Not latest view,BR (Brazil)
rafa e paulo,2020-12-02 00:51:11,00:21:33,,Modern Family: Temporada 9: Passeio no lago (Episódio 1),,Xiaomi M19 Set Top Box,00:21:33,Not latest view,BR (Brazil)
rafa e paulo,2020-12-02 00:23:47,00:00:01,Autoplayed: user action: None; ,Filmes que Marcam Época: Temporada 3: Um duende em Nova York (Episódio 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:01,Not latest view,BR (Brazil)
rafa e paulo,2020-12-01 14:50:47,01:22:25,Autoplayed: user action: None; ,A Casa Caiu: Um Cassino na Vizinhança,,Samsung 2017 Kant-M UHD TV Smart TV,01:22:25,01:22:25,BR (Brazil)
rafa e paulo,2020-12-01 01:35:26,00:21:31,Autoplayed: user action: None; ,Modern Family: Temporada 10: Olho por olho (Episódio 3),,Xiaomi M19 Set Top Box,00:21:32,Not latest view,BR (Brazil)
rafa e paulo,2020-12-01 01:13:55,00:21:30,Autoplayed: user action: None; ,Modern Family: Temporada 10: Beijos e revelações (Episódio 2),,Xiaomi M19 Set Top Box,00:21:30,Not latest view,BR (Brazil)
rafa e paulo,2020-12-01 00:52:19,00:21:32,,Modern Family: Temporada 10: Adoro um desfile (Episódio 1),,Xiaomi M19 Set Top Box,00:21:32,Not latest view,BR (Brazil)
rafa e paulo,2020-12-01 00:51:59,00:00:01,Autoplayed: user action: None; ,Modern Family: Temporada 10: O discurso (Episódio 21),,Xiaomi M19 Set Top Box,00:00:01,Not latest view,BR (Brazil)
rafa e paulo,2020-12-01 00:38:01,00:05:05,Autoplayed: user action: Unspecified; ,Loaded: Loaded: Temporada 1: O processo (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:05:27,00:05:27,BR (Brazil)
rafa e paulo,2020-11-30 17:18:07,01:12:22,,Fútil e Inútil,,Samsung 2017 Kant-M UHD TV Smart TV,01:38:34,01:38:34,BR (Brazil)
rafa e paulo,2020-11-30 16:19:38,00:26:12,Autoplayed: user action: Unspecified; ,Fútil e Inútil,,Samsung 2017 Kant-M UHD TV Smart TV,00:26:12,Not latest view,BR (Brazil)
rafa e paulo,2020-11-30 00:47:23,00:47:40,,Puro-Sangue,,Xiaomi M19 Set Top Box,01:26:51,01:26:51,BR (Brazil)
rafa e paulo,2020-11-30 00:12:17,00:34:17,,Puro-Sangue,,Xiaomi M19 Set Top Box,00:39:16,Not latest view,BR (Brazil)
rafa e paulo,2020-11-29 23:59:25,00:05:03,Autoplayed: user action: Unspecified; ,Puro-Sangue,,Xiaomi M19 Set Top Box,00:05:03,Not latest view,BR (Brazil)
rafa e paulo,2020-11-29 22:00:27,01:32:44,,Mosul,,Samsung 2017 Kant-M UHD TV Smart TV,01:32:44,01:32:44,BR (Brazil)
rafa e paulo,2020-11-29 17:07:39,00:01:43,Autoplayed: user action: Unspecified; ,Maudie: Sua Vida E Sua Arte,,Samsung 2017 Kant-M UHD TV Smart TV,00:01:43,00:01:43,BR (Brazil)
rafa e paulo,2020-11-29 17:03:15,00:03:34,Autoplayed: user action: Unspecified; ,72 Dangerous Places to Live: Temporada 1: Tempo e maré alta (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:03:34,00:03:34,BR (Brazil)
rafa e paulo,2020-11-28 23:29:27,00:03:45,Autoplayed: user action: Unspecified; ,Se Algo Acontecer... Te Amo,,Samsung 2017 Kant-M UHD TV Smart TV,00:03:45,00:03:45,BR (Brazil)
rafa e paulo,2020-11-28 02:06:33,01:38:47,,Amor com Data Marcada,,Xiaomi M19 Set Top Box,01:38:47,01:38:47,BR (Brazil)
rafa e paulo,2020-11-27 23:32:27,00:26:25,Autoplayed: user action: None; ,Marte: Temporada 1: Com os pés no chão (Episódio 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:26:25,00:26:25,BR (Brazil)
rafa e paulo,2020-11-27 22:49:30,00:42:54,Autoplayed: user action: Unspecified; ,Marte: Temporada 1: Um novo lar (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:45:50,00:45:50,BR (Brazil)
rafa e paulo,2020-11-27 21:23:47,00:02:57,Autoplayed: user action: None; ,Marte: Temporada 1: Um novo lar (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:02:57,Not latest view,BR (Brazil)
rafa e paulo,2020-11-27 19:16:05,01:51:56,Autoplayed: user action: Unspecified; ,Era uma vez um sonho,,Samsung 2017 Kant-M UHD TV Smart TV,01:51:56,01:51:56,BR (Brazil)
